rank,company,founded,employees,score,ceo,state,hq,industry
211,Pfizer Polska,1959,251 - 500,66.81,Dorota Hryniewiecka-Firlej,Mazovia,Warszawa,Pharmaceuticals and Biotechnology
212,PKO Bank Polski,1919,"10,001 - 50,000",66.81,Iwona Duda,Mazovia,Warszawa,Banks and Financial Services
213,Eurofoam,2001,>250,66.79,Zbigniew Pilichowski,Łódź,Zgierz,"Production and Processing of Raw Materials, Building Materials, Metal and Paper"
214,Grupa PSB,1998,"10,001 - 50,000",66.78,Piotr Kozina,Holy Cross,Wełecz,Wholesale Trade
215,Onninen,1913,"501 - 1,000",66.70,Wiktor Kępiński,Mazovia,Warszawa,Construction
216,Uniwersytet Szczeciński,1984,"1,001 - 5,000",66.68,Waldemar Tarczyński,West Pomerania,Szczecin,Education and Research
217,Addit,1995,"501 - 1,000",66.61,Jan Velmans,Mazovia,Węgrów,"Production and Processing of Raw Materials, Building Materials, Metal and Paper"
218,Airbus,2001,"501 - 1,000",66.60,Johannes von Thadden,Mazovia,Warszawa,"Automotive & Transportation (including contractors, subcontractors, sales)"
219,Bank Polskiej Spółdzielczości,1992,"501 - 1,000",66.59,Artur Adamczyk,Mazovia,Warszawa,Banks and Financial Services
220,Comarch,1991,"5,001 - 10,000",66.57,Janusz Filipiak,Lesser Poland,Kraków,"IT, Internet, Software, Computer Games and Computer Services"
221,Costa Coffee,2009,>250,66.57,Gordon Mowat,Mazovia,Warszawa,"Gastronomy, Tourism, Sports and Recreational Services"
222,Abra,1990,>250,66.57,Piotr Krzanowski,Lesser Poland,Kraków,Retail
223,Raben Group,1991,"1,001 - 5,000",66.50,Ewald Raben,Greater Poland,Robakowo,Transport and Logistics
224,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,1969,>250,66.47,Jacek Woźny,Kuyavia-Pomerania,Bydgoszcz,Education and Research
225,Wika Polska,2000,"1,001 - 5,000",66.46,Alexander Wiegand,Kuyavia-Pomerania,Włocławek,"Electronics, Electrical Engineering, Computer Hardware"
226,Green Coffee,2012,"501 - 1,000",66.41,Sebastian Czechyra,Mazovia,Warszawa,"Gastronomy, Tourism, Sports and Recreational Services"
227,DS Smith,1971,"1,001 - 5,000",66.38,Miles Roberts,Holy Cross,Kielce,"Production and Processing of Raw Materials, Building Materials, Metal and Paper"
228,Networks!,2011,"501 - 1,000",66.38,Maciej Zengel,Mazovia,Warszawa,Telecommunications
229,GFT,2007,"501 - 1,000",66.33,Wojciech Mach,Multiple Locations,Multiple Locations,"IT, Internet, Software, Computer Games and Computer Services"
230,State Street Bank International,2007,"5,001 - 10,000",66.26,Scott Newman,Multiple Locations,Multiple Locations,Banks and Financial Services
231,Fortuna Online Zakłady Bukmacherskie,1996,"501 - 1,000",66.24,Jan Štefanek,Silesia,Cieszyn,"Gastronomy, Tourism, Sports and Recreational Services"
232,SMYK,2000,"1,001 - 5,000",66.20,Michał Grom,Mazovia,Warszawa,Retail
233,Dr Gerard,1993,"501 - 1,000",66.02,Jarosław Zawadzki,Lublin,Międzyrzec Podlaski,Production of Non-durable Consumer Goods
234,Cooper Standard,1997,"1,001 - 5,000",66.02,Jeffrey S. Edwards,Silesia,Bielsko-Biała,"Automotive & Transportation (including contractors, subcontractors, sales)"
235,PKN Orlen,1999,"10,001 - 50,000",66.00,Daniel Obajtek,Mazovia,Płock,"Oil and Gas Extraction, Mining, Chemicals"
236,Shell,1992,"1,001 - 5,000",65.94,Piotr Kuberka,Mazovia,Warszawa,"Oil and Gas Extraction, Mining, Chemicals"
237,Centrum Medyczne HCP,2000,"501 - 1,000",65.84,Lesław Lenartowicz,Greater Poland,Poznań,Healthcare and Social Welfare
238,Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji w M.st. Warszawie,1881,"1,001 - 5,000",65.67,Renata Tomusiak,Mazovia,Warszawa,Utilities
239,ERBUD,1990,"1,001 - 5,000",65.65,Dariusz Grzeszczak,Mazovia,Warszawa,Construction
240,Aptiv,2000,"5,001 - 10,000",65.65,Tomasz Miśniakiewicz,Lesser Poland,Kraków,"Automotive & Transportation (including contractors, subcontractors, sales)"
241,Honeywell,1993,>250,65.61,Ronald Binkowski,Mazovia,Warszawa,"Automotive & Transportation (including contractors, subcontractors, sales)"
242,Miejskie Zakłady Autobusowe (Warszawa),1920,"1,001 - 5,000",65.58,Mirosław Czekaj,Mazovia,Warszawa,Transport and Logistics
243,Imperial Logistics International,1999,"501 - 1,000",65.57,Mohammed Akoojee,Greater Poland,Swarzędz,Transport and Logistics
244,Alexander Mann Solutions,2005,"1,001 - 5,000",65.51,Pawel Hajduk,Multiple Locations,Multiple Locations,"Other Services (Human Resources, Real Estate, Call Center and Others)"
245,Matex,1993,"501 - 1,000",65.46,Waldemar Maka,Greater Poland,Starczanowo,Production of Durable Consumer Goods
246,Uniwersytet Ekonomiczny w Krakowie,1925,"1,001 - 5,000",65.43,Stanisław Mazur,Lesser Poland,Kraków,Education and Research
247,Concentrix,2005,>250,65.34,Andrew Albert Farwig,West Pomerania,Szczecin,"Other Services (Human Resources, Real Estate, Call Center and Others)"
248,Exide Technologies,1919,"501 - 1,000",65.32,Stefan Stübing,Greater Poland,Poznań,"Electronics, Electrical Engineering, Computer Hardware"
249,Fabryka Przyczep Niewiadów,1920,>250,65.30,Adam Staruszkiewicz,Mazovia,Warszawa,"Automotive & Transportation (including contractors, subcontractors, sales)"
250,MSU,1946,"1,001 - 5,000",65.21,Artur Adamczak,Kuyavia-Pomerania,Bydgoszcz,"Other Services (Human Resources, Real Estate, Call Center and Others)"
251,Spółdzielnia Mleczarska Mlekovita,1928,"1,001 - 5,000",65.18,Dariusz Sapiński,Podlaskie,Wysokie Mazowieckie,Production of Non-durable Consumer Goods
252,Vision Express,1994,"1,001 - 5,000",65.18,Thanos Iliopoulos,Mazovia,Warszawa,Retail
253,CNH Industrial,1992,>250,65.10,Scott Wine,Mazovia,Płock,"Automotive & Transportation (including contractors, subcontractors, sales)"
254,Leroy Merlin,1994,"10,001 - 50,000",65.07,Krzysztof Kordulewski,Mazovia,Warszawa,Retail
255,Auto Partner,1993,"1,001 - 5,000",65.05,Aleksander Górecki,Silesia,Bieruń,"Automotive & Transportation (including contractors, subcontractors, sales)"
256,British American Tobacco,1991,"1,001 - 5,000",65.04,Asli Ertonguc,Mazovia,Warszawa,Production of Non-durable Consumer Goods
257,Apator,1949,"501 - 1,000",65.01,Arkadiusz Chmielewski,Kuyavia-Pomerania,Toruń,"Electronics, Electrical Engineering, Computer Hardware"
258,Grupa Maspex,1990,>250,64.95,Krzysztof Pawinski,Lesser Poland,Wadowice,Production of Non-durable Consumer Goods
259,BetaMed,2001,"1,001 - 5,000",64.90,Beata Drzazga,Silesia,Chorzów,Healthcare and Social Welfare
260,Ceramika Nowa Gala,1995,"1,001 - 5,000",64.85,Halina Bąk,Holy Cross,Starachowice,"Production and Processing of Raw Materials, Building Materials, Metal and Paper"
261,Neuca,1990,"5,001 - 10,000",64.82,Piotr Sucharski,Kuyavia-Pomerania,Toruń,Wholesale Trade
262,Sephora,1999,"501 - 1,000",64.81,Katarzyna Bielecka,Mazovia,Warszawa,Retail
263,Plastic Omnium,1998,>250,64.80,Laurent Burelle,Multiple Locations,Multiple Locations,"Automotive & Transportation (including contractors, subcontractors, sales)"
264,PGNiG Group,1982,"10,001 - 50,000",64.75,Henryk Mucha,Mazovia,Warszawa,"Oil and Gas Extraction, Mining, Chemicals"
265,TU Compensa,1990,"1,001 - 5,000",64.74,Anna Włodarczyk–Moczkowska,Mazovia,Warszawa,Insurance
266,Janipol Meble,2004,"1,001 - 5,000",64.69,Renata Dubienicka,Kuyavia-Pomerania,Janikowo,Production of Durable Consumer Goods
267,Colgate-Palmolive,1991,"501 - 1,000",64.64,Noel Wallace,Mazovia,Warszawa,Production of Non-durable Consumer Goods
268,Vive Textile Recycling,1991,"1,001 - 5,000",64.58,Bertus Servaas,Mazovia,Warszawa,"Production and Processing of Raw Materials, Building Materials, Metal and Paper"
269,Amazon,2014,"10,001 - 50,000",64.58,Mourad Taoufiki,Mazovia,Warszawa,Retail
270,Kirchhoff Automotive,1999,"1,001 - 5,000",64.48,Janusz Soboń,Multiple Locations,Multiple Locations,"Automotive & Transportation (including contractors, subcontractors, sales)"
271,Alfa Elektro,1989,251 - 500,64.45,Wiesław Romańczuk,Silesia,Katowice,"Electronics, Electrical Engineering, Computer Hardware"
272,Atlas Copco,2001,251 - 500,64.43,Mats Rahmström,Mazovia,Warszawa,Construction of machines and installations
273,AGCO,1990,>250,64.41,Eric P. Hansotia,Greater Poland,Paczkowo,"Automotive & Transportation (including contractors, subcontractors, sales)"
274,LUX MED,1992,"10,001 - 50,000",64.40,Anna Rulkiewicz,Mazovia,Warszawa,Healthcare and Social Welfare
275,Sanofi,2006,"501 - 1,000",64.40,Agnieszka Grzybowska-Zalewska,Mazovia,Warszawa,Pharmaceuticals and Biotechnology
276,Manpower,2001,251 - 500,64.37,Tomasz Walenczak,Mazovia,Warszawa,"Other Services (Human Resources, Real Estate, Call Center and Others)"
277,AB,1990,"501 - 1,000",64.35,Andrzej Przybyło,Lower Silesia,Magnice,"IT, Internet, Software, Computer Games and Computer Services"
278,Ever Grupa,1995,>250,64.35,Przemysław Osowiecki,Mazovia,Warszawa,"Other Services (Human Resources, Real Estate, Call Center and Others)"
279,Avon,1992,"100,001 - 500,000",64.34,Agnieszka Isa,Mazovia,Warszawa,Production of Non-durable Consumer Goods
280,TIM SA,1987,251 - 500,64.31,Krzysztof Folta,Lower Silesia,Wrocław,"Electronics, Electrical Engineering, Computer Hardware"
281,Fideltronik,1986,"501 - 1,000",64.28,Piotr Owczarek,Lesser Poland,Sucha Beskidzka,"Electronics, Electrical Engineering, Computer Hardware"
282,SNCF Geodis,2001,"1,001 - 5,000",64.27,Marie-Christine Lombard,Mazovia,Warszawa,Transport and Logistics
283,Atlas,1991,"1,001 - 5,000",64.25,Paweł Kisiel,Łódź,Łódź,Construction
284,OBI,1998,"5,001 - 10,000",64.19,Adam Rosiński,Mazovia,Warszawa,Retail
285,Lotte Wedel,1851,"1,001 - 5,000",64.19,Maciej Herman,Mazovia,Warszawa,Production of Non-durable Consumer Goods
286,AIC,2001,"501 - 1,000",64.18,Przemysław Wojciech Dembowski,Kuyavia-Pomerania,Włocławek,"Production and Processing of Raw Materials, Building Materials, Metal and Paper"
287,Lajkonik Snacks,1910,>250,64.15,Marek Sala,Lesser Poland,Skawina,Production of Non-durable Consumer Goods
288,Lufthansa,1998,"501 - 1,000",64.10,Carsten Spohr,Mazovia,Warszawa,Transport and Logistics
289,Whirlpool,1993,"5,001 - 10,000",64.07,Federico Rosales,Mazovia,Warszawa,Production of Durable Consumer Goods
290,Cinkciarz.pl,2010,251 - 500,64.01,Marcin Danielski,Lubusz,Zielona Góra,Banks and Financial Services
291,Lionbridge,1990,"501 - 1,000",63.96,John Fennelly,Mazovia,Warszawa,"IT, Internet, Software, Computer Games and Computer Services"
292,LPP,1991,"10,001 - 50,000",63.95,Marek Piechocki,Pomerania,Gdańsk,"Clothing, Accessories, Sports Equipment (Production and Trade)"
293,Bel-Pol,1991,"501 - 1,000",63.95,"Antoni Pankiewicz, Bogusław Mielniczyn",Lower Silesia,Świdnica,Retail
294,MONDI,1961,"1,001 - 5,000",63.91,Tomasz Katewicz,Kuyavia-Pomerania,Świecie,"Production and Processing of Raw Materials, Building Materials, Metal and Paper"
295,Stekop Ochrona,1983,"1,001 - 5,000",63.88,Artur Klemensowicz,Mazovia,Warszawa,"Other Services (Human Resources, Real Estate, Call Center and Others)"
296,Grupa Sokołów,1976,"5,001 - 10,000",63.87,Bogusław Miszczuk,Mazovia,Sokołów Podlaski,Production of Non-durable Consumer Goods
297,Grupa Kęty,1953,"5,001 - 10,000",63.86,Dariusz Mańko,Lesser Poland,Kęty,"Production and Processing of Raw Materials, Building Materials, Metal and Paper"
298,Terg - Media Expert,2002,"10,001 - 50,000",63.73,Marek Grzebita,Greater Poland,Złotów,Retail
299,Grupa PIEPRZYK,1989,>250,63.72,Antoni Pieprzyk,Greater Poland,Rawicz,"Oil and Gas Extraction, Mining, Chemicals"
300,Teleperformance,1998,"1,001 - 5,000",63.69,Łukasz Gębski,Mazovia,Warszawa,"Other Services (Human Resources, Real Estate, Call Center and Others)"
