rank,company,founded,employees,score,ceo,state,hq,industry
232,Atos Information Technology,2022,>250,8.21,Jennire Torres,Metropolitan Manila,Quezon,Business Services & Supplies
233,Robinson's Supermarket,1980,>250,8.20,Robina Gokongwei Pe,Metropolitan Manila,Quezon,Retail and Wholesale
234,Afni,1936,>250,8.19,Doug Jones,Metropolitan Manila,Quezon,Business Services & Supplies
235,Everise,2016,>250,8.18,Sudhir Agarwal,Metropolitan Manila,Manila,Business Services & Supplies
236,Bayer Business Services,1962,>250,8.18,Matthias Eggert,Metropolitan Manila,Manila,Business Services & Supplies
237,Perpetual Succor Hospital,1957,>250,8.18,Zeta Caridad Rivero,Central Visayas,Cebu,Healthcare & Social
238,Development Bank Of The Philippines,1966,>250,8.18,Emmanuel G. Herbosa,Metropolitan Manila,Makati,Banking and Financial Services
239,Philippine Bank of Communications (PBCOM),1939,>250,8.18,Eric O. Recto,Metropolitan Manila,Makati,Banking and Financial Services
240,TDCX,1995,>250,8.18,Laurent Junique,Metropolitan Manila,Manila,Business Services & Supplies
241,National Irrigation Administration,1963,>250,8.18,Benny D. Antiporda,Northern Mindanao,Oro,Government Services
242,Integrated Micro-Electronics,1997,>250,8.17,Arthur Tran,Calabarzon,Binan,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
243,Suzuki Philippines,1985,>250,8.17,Osamu Suzuki,Calabarzon,Laguna,Automotive (Automotive and Suppliers)
244,Pepsi-Cola Products,1989,>250,8.17,Londa Varmillion,Metropolitan Manila,Muntinlupa,"Food, Soft Beverages, Alcohol & Tobacco"
245,PSG Global Solutions,2009,>250,8.16,Vivek Padmanabhan,Metropolitan Manila,Makati,Business Services & Supplies
246,Shakey's Pizza Philippines,1975,>250,8.16,Nick Mayer,Metropolitan Manila,Paranaque,"Food, Soft Beverages, Alcohol & Tobacco"
247,Universal Robina,1954,>250,8.16,Irwin Lee,Metropolitan Manila,Quezon,"Food, Soft Beverages, Alcohol & Tobacco"
248,Suyen,1987,>250,8.15,Ben Chan,Metropolitan Manila,Taguig,Retail and Wholesale
249,Arcadis Consulting Middle East,1982,>250,8.15,Peter Oosterveer,Metropolitan Manila,Makati,Professional Services
250,Boldr,2014,>250,8.15,David Sudolsky,Metropolitan Manila,Pasig,Business Services & Supplies
251,Mitsumi,1951,>250,8.14,Yoshihisa Kainuma,Calabarzon,Bataangas,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
252,PLDT,1928,>250,8.14,Manuel Pangilinan,Metropolitan Manila,Makati,"Telecommunications Services, Cable Supplier"
253,East West Banking Corporation,1994,>250,8.14,Antonio C. Moncupa Jr.,Metropolitan Manila,Manila,Banking and Financial Services
254,CallTek,2004,>250,8.14,Tony Espinoza,Central Visayas,Cebu,Business Services & Supplies
255,Toyoflex Cebu,1996,>250,8.13,Kenji Miyata,Central Visayas,Cebu,"Engineering, Manufacturing"
256,Department of Transportation (DOTr),1899,>250,8.12,Jaime Bautista,Central Luzon,Pampanga,Government Services
257,Virtual Staffing Solutions,2018,>250,8.11,Brian Hiener,Eastern Visayas,Leyte,Business Services & Supplies
258,Vestas Services,1945,>250,8.10,Hendrik Andersen,Metropolitan Manila,Makati,Business Services & Supplies
259,Integrated Computer Systems,1978,>250,8.09,Mazhar Duranni,Metropolitan Manila,Makati,"IT, Internet, Software & Services"
260,Results CX,1990,>250,8.09,Rajesh Subramaniam,Metropolitan Manila,Manila,Business Services & Supplies
261,Mitsubishi Motors,1997,>250,8.09,Takeshi Hara,Calabarzon,Santa Rosa,Automotive (Automotive and Suppliers)
262,Majorel,2019,>250,8.09,Fara Haron,Metropolitan Manila,Alabang,Business Services & Supplies
263,Pryce,1989,>250,8.09,Salvador P. Escano,Metropolitan Manila,Makati,Professional Services
264,JGC,1989,>250,8.09,Masayuki Sato,Metropolitan Manila,Muntinlupa,"Construction, Oil & Gas Operations, Mining and Chemicals"
265,Cebu Mitsumi,1989,>250,8.07,Yoshihiro Sakanushi,Davao Region,Davao,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
266,Dynata,2003,>250,8.06,Gary Laben,Davao Region,Davao,Professional Services
267,Sykes Asia,1997,>250,8.05,Sher Lim,Metropolitan Manila,Makati,Business Services & Supplies
268,AMDATEX Las Piñas Services,1996,>250,8.05,James Donovan,Metropolitan Manila,Makati,Business Services & Supplies
269,De La Salle University,1911,>250,8.04,Ramon R. del Rosario Jr.,Metropolitan Manila,Manila,Education
270,DMCI Homes (Dmci Project Developers),1954,>250,8.03,Alfredo R. Austria,Metropolitan Manila,Manila,Professional Services
271,Global Payments,1996,>250,8.02,Jeff Sloan,Metropolitan Manila,Manila,Banking and Financial Services
272,The Medical City,1967,>250,8.02,Jose Xavier B. Gonzales,Metropolitan Manila,Manila,Healthcare & Social
273,Sonion,1974,>250,8.02,Christian Nielsen,Calabarzon,Tanauan,"Engineering, Manufacturing"
274,QBE,2013,>250,8.01,Alex Rea,Metropolitan Manila,Bonifacio Global,Insurance
275,JBC Food,1988,>250,8.01,Benson Ng,Metropolitan Manila,Caloocan,"Food, Soft Beverages, Alcohol & Tobacco"
276,Asticom Technology,2015,>250,8.01,Joaquin Teng,Metropolitan Manila,Bonifacio Global,Business Services & Supplies
277,Innodata Knowledge Services,1988,>250,8.00,Jack S. Abuhoff,Metropolitan Manila,Makati,Business Services & Supplies
278,Alorica Philippines,2018,>250,7.99,Greg Haller,Metropolitan Manila,Pasay,Business Services & Supplies
279,Terumo,1921,>250,7.99,Shinjiro Sato,Tokyo,Tokyo,Healthcare & Social
280,Aboitiz Power,1998,>250,7.98,Emmanuel V. Rubio,Metropolitan Manila,Manila,Utilities
281,LCC Liberty Commercial Center,1945,>250,7.97,Antonio Tan,Bicol,Legaspi,Retail and Wholesale
282,Zendesk,2017,>250,7.97,Shanti Arikerv,Metropolitan Manila,Manila,"IT, Internet, Software & Services"
283,Ti Inc.,1930,>250,7.96,Rich Templeton,Cordillera Administrative Region,Baguio,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment"
284,Wishland Software Technology,2014,>250,7.96,Agnes Chee,Metropolitan Manila,Makati,"IT, Internet, Software & Services"
285,China Bank,1920,>250,7.96,William C. Whang,Metropolitan Manila,Makati,Banking and Financial Services
286,SGS,1949,>250,7.95,Frankie Ng,Metropolitan Manila,Makati,Professional Services
287,Phil-Data Business Systems,1982,>250,7.95,Rudolph Ng,Metropolitan Manila,Makati,"IT, Internet, Software & Services"
288,Yazaki-Torres Manufacturing,1974,>250,7.95,Feliciano Torres,Calabarzon,Calamba,"Engineering, Manufacturing"
289,N.S.B. Engineering Design & Fabrication,2001,>250,7.94,Felix Cherreguine Jr,Metropolitan Manila,Taguig,"Engineering, Manufacturing"
290,Fast Services,1949,>250,7.93,Ronald Francis M. Dompor,Central Visayas,Mandaue,Transportation and Logistics
291,Rd Pawnshop,1976,>250,7.93,"Rodrigo E. Rivera, Sr.",Central Visayas,Cebu,Banking and Financial Services
292,Southville International School and Colleges,1990,>250,7.93,Jocelyn P. Tizon,Metropolitan Manila,Las Piñas,Education
293,Infosys BPM,2007,>250,7.93,Ma Rhodora (Ayhee) Campos,Metropolitan Manila,Taguig,Business Services & Supplies
294,Grab,2013,>250,7.91,Grace Vera Cruz,Metropolitan Manila,Makati,Transportation and Logistics
295,London Stock Exchange Group,2007,>250,7.88,Lei Buendia,Metropolitan Manila,Manila,Banking and Financial Services
296,Fastcargo Logistics,1949,>250,7.88,Victor S. Chiongbian,Western Visayas,Bacolod,Transportation and Logistics
297,BDO Unibank,1968,>250,7.86,Nestor V. Tan,Metropolitan Manila,Makati,Banking and Financial Services
298,Koronadal Commercial Corporation (KCC Malls),1947,>250,7.86,Rex Jancorda,Soccsksargen,General Santos,Retail and Wholesale
299,Foodpanda,2014,>250,7.86,Iacopo Rovere,Metropolitan Manila,Makati,Transportation and Logistics
300,Ford Motor Company Philippines,1997,>250,7.86,Michael Breen,Calabarzon,Santa Rosa,Automotive (Automotive and Suppliers)
